ax,ay,az,gx,gy,gz,label,sample_id
0.9053,0.0674,-0.1050,-16.9313,-25.7176,15.6489,0,0_2
0.9143,0.0620,-0.0935,-13.6718,-24.4885,17.2672,0,0_2
0.9163,0.0574,-0.1016,-9.5344,-21.8931,18.3359,0,0_2
0.9177,0.0723,-0.0957,-5.3206,-19.1756,19.9084,0,0_2
0.9033,0.0461,-0.1313,-1.6641,-17.5038,21.9084,0,0_2
0.8921,0.0588,-0.1460,1.6412,-19.0000,28.1908,0,0_2
0.9304,0.0603,-0.1584,2.7557,-20.5649,35.6336,0,0_2
0.9646,0.0723,-0.1521,4.2137,-20.9847,43.7023,0,0_2
1.0439,0.0525,-0.1646,4.6336,-20.4275,49.7481,0,0_2
1.1003,0.0481,-0.1707,6.4427,-17.6947,48.2672,0,0_2
1.1323,0.0320,-0.1704,8.1985,-15.4504,42.9313,0,0_2
1.1406,0.0320,-0.1750,9.5649,-14.1145,38.4809,0,0_2
1.2771,-0.0105,-0.1702,10.0992,-13.6260,29.1145,0,0_2
1.1553,0.0381,-0.2341,8.6641,-13.3282,23.0153,0,0_2
1.1760,0.0454,-0.2329,9.8473,-15.8779,18.9847,0,0_2
1.1521,0.0466,-0.2346,13.4046,-20.4580,15.3511,0,0_2
1.1338,0.0549,-0.2537,13.8397,-25.1374,14.9008,0,0_2
1.1001,0.0603,-0.2749,12.6260,-26.3206,14.5573,0,0_2
1.0217,0.0640,-0.2717,10.4275,-23.4275,15.8702,0,0_2
1.1216,0.0500,-0.2908,6.5802,-21.0076,6.5038,0,0_2
1.0718,0.0745,-0.2783,8.0763,-15.3893,10.2214,0,0_2
1.1074,0.0752,-0.2883,10.9237,-11.3053,13.9237,0,0_2
1.1235,0.0540,-0.2920,12.7863,-8.9771,12.0763,0,0_2
1.1123,0.0635,-0.2949,14.3740,-7.5802,8.1679,0,0_2
1.0833,0.0635,-0.2974,14.9771,-9.1985,3.4351,0,0_2
1.0288,0.0461,-0.3171,13.6870,-12.1374,-0.7481,0,0_2
0.9719,0.0479,-0.3076,11.1679,-16.2366,0.3435,0,0_2
0.9465,0.0540,-0.2852,9.3588,-19.3893,6.1069,0,0_2
0.9893,0.0630,-0.2703,6.2061,-22.5267,11.0153,0,0_2
1.0471,0.0610,-0.2336,4.0229,-27.3359,13.5115,0,0_2
1.0801,0.0583,-0.1919,7.4198,-31.9084,13.8015,0,0_2
1.1057,0.0576,-0.1897,13.6107,-31.9847,17.0992,0,0_2
1.1804,0.0601,-0.2227,20.2672,-28.7634,19.7634,0,0_2
1.2590,0.0637,-0.2131,26.5038,-21.8321,20.0840,0,0_2
1.3362,0.0583,-0.2317,33.0076,-16.4504,15.7252,0,0_2
1.3604,0.0537,-0.2749,36.6718,-12.5420,10.1985,0,0_2
1.4084,0.0427,-0.2791,36.0840,-7.0229,-0.8244,0,0_2
1.3848,0.0742,-0.2222,35.8015,-7.7481,-14.6947,0,0_2
1.3713,0.1038,-0.1694,39.3511,-13.4504,-24.2443,0,0_2
1.3379,0.1086,-0.1726,47.4275,-22.0840,-29.0687,0,0_2
1.3318,0.1213,-0.2227,57.6489,-28.6336,-32.4427,0,0_2
1.3401,0.1226,-0.2979,64.6718,-34.2061,-37.3511,0,0_2
1.3333,0.1213,-0.3711,68.5115,-32.4962,-45.3740,0,0_2
1.2854,0.1213,-0.4116,69.5802,-25.5954,-56.5954,0,0_2
1.1631,0.1438,-0.4309,67.9466,-17.5344,-65.0229,0,0_2
1.0388,0.1555,-0.4114,64.0916,-10.9542,-65.7023,0,0_2
0.9819,0.1006,-0.3711,61.2977,-9.6031,-59.9695,0,0_2
0.9785,0.1470,-0.3203,67.3817,-14.6489,-51.7328,0,0_2
1.0015,0.1621,-0.4041,82.5267,-14.4351,-42.4733,0,0_2
1.0698,0.1553,-0.5483,93.3969,-2.9771,-34.7786,0,0_2
1.1172,0.1404,-0.6721,95.8550,14.0687,-34.8702,0,0_2
1.0845,0.0959,-0.7798,92.6336,29.1298,-40.9313,0,0_2
1.0701,0.0813,-0.8455,83.6489,37.3435,-48.4351,0,0_2
1.0068,0.0654,-0.9143,70.5038,38.6336,-52.6412,0,0_2
1.0183,0.0232,-0.9314,52.8931,38.4122,-52.3588,0,0_2
1.0266,0.0317,-0.8792,39.5878,37.0153,-50.3664,0,0_2
1.0269,-0.0164,-0.8550,28.2061,37.7099,-49.4580,0,0_2
1.0002,-0.0171,-0.7964,21.2519,35.9695,-48.2290,0,0_2
0.9963,-0.0374,-0.8052,15.0458,31.8779,-46.8473,0,0_2
0.9309,-0.0601,-0.8584,4.7786,30.6718,-41.7710,0,0_2
0.8994,-0.1023,-0.8755,-8.7176,34.9924,-34.9466,0,0_2
0.9072,-0.1067,-0.8333,-20.9466,37.9084,-30.8092,0,0_2
0.9277,-0.1230,-0.7766,-29.2519,39.0992,-27.9847,0,0_2
0.9150,-0.1399,-0.7659,-33.8626,40.0840,-27.8931,0,0_2
0.9038,-0.1509,-0.7551,-39.9847,40.8397,-28.2061,0,0_2
0.8821,-0.1477,-0.7512,-48.7328,38.4885,-28.5267,0,0_2
0.8503,-0.1602,-0.7581,-60.5878,33.3435,-28.9160,0,0_2
0.8247,-0.1624,-0.7295,-73.2519,28.5115,-28.4580,0,0_2
0.8076,-0.1538,-0.6519,-84.8626,22.4962,-28.9084,0,0_2
0.7786,-0.1467,-0.5828,-94.1908,14.1527,-29.5802,0,0_2
0.7617,-0.1360,-0.5115,-100.9695,3.5954,-29.0458,0,0_2
0.7393,-0.1226,-0.4507,-104.0458,-6.9847,-27.3359,0,0_2
0.7380,-0.1265,-0.3979,-106.7710,-13.3130,-25.6489,0,0_2
0.7161,-0.1343,-0.3582,-107.0840,-16.8550,-23.0916,0,0_2
0.7190,-0.1243,-0.3052,-106.9389,-16.7481,-17.7786,0,0_2
0.7488,-0.1248,-0.2388,-104.8168,-14.7710,-12.1908,0,0_2
0.7627,-0.0857,-0.1731,-98.8626,-12.5344,-7.2443,0,0_2
0.7800,-0.0530,-0.1267,-91.2595,-9.3130,-1.4122,0,0_2
0.8196,-0.0369,-0.1091,-84.6107,-5.3359,-0.9618,0,0_2
0.8064,-0.0090,-0.0442,-78.8092,0.0534,-0.1908,0,0_2
0.8071,-0.0222,-0.0298,-74.3359,4.0153,0.2137,0,0_2
0.7942,-0.0056,0.0281,-69.3511,5.3053,2.0382,0,0_2
0.7764,0.0232,0.0947,-63.8855,0.9237,5.5954,0,0_2
0.7834,0.0591,0.1382,-59.0153,-8.7939,13.3435,0,0_2
0.8325,0.0955,0.1970,-53.9847,-21.0687,21.3206,0,0_2
0.8638,0.1162,0.2395,-46.2977,-35.9924,27.9313,0,0_2
1.2146,0.0332,0.4817,5.5496,16.2748,4.1069,0,0_3
1.1965,-0.0151,0.4431,24.6947,13.7252,2.2137,0,0_3
1.2002,-0.0283,0.4221,38.9466,11.8244,1.3130,0,0_3
1.2163,-0.0425,0.3821,45.2824,2.9237,-3.6489,0,0_3
1.2234,-0.0911,0.3425,45.2519,-13.2443,-8.6260,0,0_3
1.2036,-0.0879,0.3245,47.9313,-29.1679,-14.9237,0,0_3
1.1824,-0.1052,0.3049,52.4275,-37.8473,-23.1603,0,0_3
1.1428,-0.1431,0.2810,55.5038,-42.8015,-35.0000,0,0_3
1.0371,-0.1299,0.2124,59.1145,-45.1985,-46.0229,0,0_3
0.9219,-0.1438,0.1274,60.0916,-42.8855,-54.6718,0,0_3
0.7974,-0.1482,0.0388,58.0382,-41.2977,-58.2137,0,0_3
0.6978,-0.1418,0.0032,55.8855,-39.9389,-51.8244,0,0_3
0.6716,-0.1580,-0.0256,58.2214,-37.5038,-38.3282,0,0_3
0.6667,-0.1267,-0.0461,66.5038,-31.2290,-19.3664,0,0_3
0.7446,-0.1331,-0.0977,74.5802,-22.2214,-2.9771,0,0_3
0.7998,-0.1577,-0.1570,82.8092,-11.9237,11.0458,0,0_3
0.8591,-0.1689,-0.2358,92.7176,0.8702,21.5420,0,0_3
0.9138,-0.1777,-0.3569,102.3511,18.6260,26.0000,0,0_3
0.9702,-0.2119,-0.4414,101.0000,33.9084,25.0687,0,0_3
1.0015,-0.1770,-0.4438,95.4198,35.2748,20.8931,0,0_3
1.0408,-0.1753,-0.4988,89.1985,27.0534,16.0534,0,0_3
1.0076,-0.1201,-0.5115,82.1221,18.7710,11.3282,0,0_3
0.9753,-0.1116,-0.5298,70.9618,15.5420,10.5725,0,0_3
0.9119,-0.1335,-0.5232,54.4046,13.8550,9.9466,0,0_3
0.8567,-0.1487,-0.4324,38.1069,10.5496,9.8473,0,0_3
0.8845,-0.1636,-0.3379,27.9542,5.3740,8.6031,0,0_3
0.8594,-0.0530,-0.2378,30.0382,1.1374,14.5038,0,0_3
0.9143,-0.0227,-0.2415,37.9618,1.8550,26.7328,0,0_3
1.1030,-0.0422,-0.2383,42.3740,3.2061,24.0763,0,0_3
1.0129,-0.0630,-0.2566,47.5038,6.9542,14.2519,0,0_3
0.8718,-0.0647,-0.3723,44.7023,17.8931,27.0153,0,0_3
0.9675,-0.1174,-0.3706,42.9542,25.9924,29.4275,0,0_3
0.9441,-0.0769,-0.3538,44.0000,29.9008,38.2366,0,0_3
1.0525,-0.0789,-0.3879,46.0305,27.9160,40.9160,0,0_3
1.0852,-0.0664,-0.4417,43.2519,25.6412,39.9313,0,0_3
1.1240,-0.0728,-0.4644,34.4351,24.6031,36.3053,0,0_3
1.1042,-0.1250,-0.4395,22.9313,20.9695,30.8779,0,0_3
1.0771,-0.1562,-0.3733,16.5344,15.8702,32.5267,0,0_3
1.1045,-0.1812,-0.3250,15.5573,10.4580,37.7099,0,0_3
1.1340,-0.1184,-0.3081,22.1450,8.0305,43.4504,0,0_3
1.1912,-0.0967,-0.3750,26.2595,8.4962,44.7328,0,0_3
1.2153,-0.1006,-0.4207,22.9466,6.4809,36.9771,0,0_3
1.1758,-0.0981,-0.4480,16.3893,1.8550,27.9695,0,0_3
1.1194,-0.1072,-0.4697,9.7328,-3.2595,20.0992,0,0_3
1.0586,-0.1262,-0.5049,0.3588,-5.7863,13.8397,0,0_3
1.0247,-0.1228,-0.4834,-10.8244,-9.9466,6.1450,0,0_3
0.9622,-0.0715,-0.4143,-20.0840,-19.4122,3.9084,0,0_3
0.9036,-0.0588,-0.3733,-25.0229,-32.8397,6.3053,0,0_3
0.8997,-0.0542,-0.3525,-27.0458,-43.1679,13.3588,0,0_3
0.8813,-0.0547,-0.3953,-31.3130,-44.6412,24.0382,0,0_3
0.9063,-0.0667,-0.3894,-36.2443,-40.1985,32.2214,0,0_3
0.9966,-0.0657,-0.3440,-41.3435,-34.4580,33.9771,0,0_3
1.0515,-0.0554,-0.3025,-42.7557,-29.3664,30.4656,0,0_3
1.0703,-0.0540,-0.2649,-38.1832,-21.5115,28.1450,0,0_3
1.0547,-0.0420,-0.2932,-34.5191,-15.7099,29.2519,0,0_3
1.0715,-0.0491,-0.3157,-33.7634,-15.4427,30.6412,0,0_3
1.0710,-0.0513,-0.3672,-35.2519,-17.9084,30.8092,0,0_3
1.0930,-0.0540,-0.4292,-42.2748,-24.8931,31.0382,0,0_3
1.1182,-0.0366,-0.4631,-53.6794,-34.7710,31.5420,0,0_3
1.2148,-0.0439,-0.4692,-68.8168,-43.5496,29.0382,0,0_3
1.2778,-0.0522,-0.4426,-82.9389,-51.4809,17.5573,0,0_3
1.2256,-0.0032,-0.3701,-88.1679,-57.8321,10.9618,0,0_3
1.2646,0.0562,-0.3237,-82.5344,-63.6031,4.2901,0,0_3
1.1807,0.0811,-0.3518,-75.1908,-68.5038,5.1832,0,0_3
1.2039,0.0825,-0.3733,-69.5649,-72.6565,7.4275,0,0_3
1.1873,0.0959,-0.4106,-65.7786,-76.4809,7.2290,0,0_3
1.1445,0.0906,-0.5283,-64.2137,-72.9924,10.5496,0,0_3
1.2034,0.0720,-0.6160,-72.0000,-61.3893,12.8550,0,0_3
1.2910,0.0583,-0.6470,-82.7557,-49.3817,12.8855,0,0_3
1.3628,0.0684,-0.6260,-93.9695,-38.6107,8.0305,0,0_3
1.3787,0.0454,-0.5820,-103.5878,-27.5802,0.2977,0,0_3
1.3547,0.0371,-0.5002,-108.9160,-18.6641,-6.8015,0,0_3
1.3423,0.0479,-0.4221,-106.9389,-11.6718,-10.8321,0,0_3
1.3293,0.0415,-0.3975,-101.7176,-5.7481,-14.0229,0,0_3
1.2905,0.0088,-0.4050,-98.5878,2.5573,-14.3053,0,0_3
1.3130,-0.0132,-0.3818,-97.3359,12.0687,-12.5420,0,0_3
1.3767,-0.0391,-0.3376,-97.0611,24.2214,-12.3588,0,0_3
1.4771,-0.0715,-0.2939,-95.4427,38.3740,-17.6794,0,0_3
1.5059,-0.1106,-0.2141,-95.3511,48.2519,-31.7863,0,0_3
1.4636,-0.1116,-0.0989,-89.4198,53.3817,-47.7252,0,0_3
1.3792,-0.1011,-0.0288,-77.9084,53.4962,-60.9237,0,0_3
1.2783,-0.1086,0.0073,-66.6718,52.0840,-67.4122,0,0_3
1.2434,-0.1121,0.0083,-55.7939,50.2137,-66.8168,0,0_3
1.1978,-0.1079,-0.0110,-46.6412,50.8473,-65.4198,0,0_3
1.1938,-0.1047,-0.0315,-43.4198,58.2366,-60.7557,0,0_3
1.2114,-0.0984,0.0005,-40.6870,65.8550,-61.8550,0,0_3
1.2026,-0.0869,0.0645,-35.1679,70.3588,-66.0382,0,0_3
1.1758,-0.1047,0.1069,-29.0916,69.5649,-70.3969,0,0_3
1.1746,-0.0811,0.1721,-20.3053,61.2290,-76.6947,0,0_3
1.1172,-0.0940,0.1841,-8.2977,50.9695,-79.8550,0,0_3
1.0664,-0.0881,0.1484,4.4504,46.2901,-78.7557,0,0_3
1.0762,-0.0676,0.1077,12.4962,45.4046,-76.6183,0,0_3
1.0803,-0.0481,0.1221,17.8397,46.9313,-74.3282,0,0_3
1.0610,-0.0503,0.1306,25.0687,51.5649,-73.4198,0,0_3
1.0222,-0.0217,0.1292,34.4122,55.6107,-74.1145,0,0_3
0.9963,-0.0078,0.1382,45.2519,57.7710,-74.6183,0,0_3
0.8940,0.0220,0.1113,55.6565,54.1603,-74.8855,0,0_3
0.8674,0.0566,0.0884,63.4885,49.7023,-70.3130,0,0_3
0.8467,0.0911,0.0737,70.1069,44.1221,-68.0687,0,0_3
0.7908,0.1196,0.0649,74.9237,41.2214,-65.6947,0,0_3
0.7522,0.1260,0.0730,80.7939,39.0763,-60.4427,0,0_3
0.7371,0.1326,0.0515,88.2443,34.2595,-54.8550,0,0_3
0.6858,0.1125,-0.0325,95.2137,29.8931,-46.1450,0,0_3
0.6907,0.1184,-0.1077,97.8626,26.8397,-35.2977,0,0_3
0.7148,0.1260,-0.2004,98.7863,24.5344,-25.0305,0,0_3
0.7856,0.1267,-0.2449,96.5878,19.8168,-21.0916,0,0_3
0.8201,0.1416,-0.2690,93.3206,10.6947,-20.4351,0,0_3
0.8171,0.1045,-0.3013,87.7405,-3.1374,-27.1450,0,0_3
0.7371,0.1096,-0.3062,85.3511,-20.7481,-29.0840,0,0_3
0.6816,0.1111,-0.3794,84.6336,-32.0153,-22.4427,0,0_3
0.6531,0.1362,-0.4797,83.6641,-30.7252,-12.1450,0,0_3
0.6750,0.1614,-0.5796,78.8626,-18.3282,1.7252,0,0_3
0.7239,0.1672,-0.6436,69.3664,-0.3435,13.6183,0,0_3
0.7649,0.1487,-0.6455,58.7557,16.9313,21.8931,0,0_3
0.7915,0.1626,-0.6079,51.9542,26.7405,29.7099,0,0_3
0.8135,0.1775,-0.5942,49.4885,29.6947,40.9389,0,0_3
0.8809,0.1440,-0.5947,46.8702,27.4733,53.7939,0,0_3
0.9519,0.0955,-0.5784,42.5802,22.2290,60.3435,0,0_3
0.9978,0.0684,-0.5461,36.8855,12.7328,58.8779,0,0_3
0.9968,0.0740,-0.4788,31.1374,1.7481,51.5267,0,0_3
0.9998,0.0444,-0.4358,24.1603,-9.4885,39.7328,0,0_3
0.9663,0.0718,-0.3943,20.2290,-18.0840,26.4962,0,0_3
0.8823,0.0784,-0.4133,17.8168,-20.3282,17.2901,0,0_3
1.0193,0.2722,-0.1646,0.3969,-13.8931,0.7328,0,0_4
1.0176,0.2703,-0.1272,-1.7176,-13.0840,-1.0076,0,0_4
0.9849,0.2866,-0.1106,-0.3435,-11.2443,-2.2519,0,0_4
0.9851,0.2830,-0.1057,2.2214,-10.0916,-0.7939,0,0_4
1.0056,0.2793,-0.0764,3.4733,-11.2977,-0.4275,0,0_4
0.9622,0.2578,-0.1011,8.6412,-12.9160,1.4733,0,0_4
1.0342,0.2620,-0.1272,8.3817,-20.6336,0.5878,0,0_4
0.9683,0.2742,-0.1162,6.6489,-26.2443,0.5344,0,0_4
0.9375,0.2781,-0.1213,7.8550,-27.0305,6.2672,0,0_4
0.9370,0.2595,-0.1702,6.5802,-24.5344,11.1679,0,0_4
0.9480,0.2617,-0.1643,4.1145,-18.4275,14.4351,0,0_4
1.0061,0.2649,-0.1343,2.6412,-15.5802,15.5420,0,0_4
1.0583,0.2881,-0.0999,1.4885,-17.4962,12.2137,0,0_4
1.0566,0.3057,-0.0818,3.6794,-19.3817,8.6641,0,0_4
1.0417,0.3076,-0.0569,6.8550,-19.3969,7.0153,0,0_4
1.0413,0.2856,-0.0417,11.6412,-17.5573,7.2977,0,0_4
1.0476,0.2825,-0.0554,18.1832,-15.3588,7.5802,0,0_4
1.0398,0.2908,-0.1006,24.5954,-11.4427,8.9924,0,0_4
1.0596,0.2847,-0.1926,29.0687,-5.6489,9.5420,0,0_4
1.0466,0.3105,-0.2869,30.4885,2.3130,9.6641,0,0_4
1.0513,0.3369,-0.3577,29.1527,11.3130,12.0000,0,0_4
1.0935,0.3547,-0.3665,22.8626,16.6183,14.9313,0,0_4
1.2344,0.3940,-0.3032,15.1832,11.0840,16.9924,0,0_4
1.3379,0.4468,-0.2239,13.1985,-4.6947,14.5267,0,0_4
1.3855,0.4297,-0.2285,16.2443,-21.0611,7.7252,0,0_4
1.3203,0.3994,-0.3096,18.9542,-29.4275,-1.5802,0,0_4
1.2173,0.3416,-0.3916,17.8397,-28.1832,-9.1908,0,0_4
1.1211,0.2915,-0.4473,12.2214,-18.5573,-13.5878,0,0_4
1.0798,0.2642,-0.4624,4.6718,-8.0000,-17.5573,0,0_4
1.0371,0.2563,-0.4331,-1.8702,3.2595,-18.4656,0,0_4
1.0330,0.2952,-0.3740,-5.2824,10.1145,-17.9695,0,0_4
1.0864,0.3127,-0.3081,-7.1985,8.3206,-17.0153,0,0_4
1.1272,0.3240,-0.2893,-6.1756,-0.3435,-19.8855,0,0_4
1.0828,0.2805,-0.3259,-6.6870,-7.8092,-22.7176,0,0_4
1.0493,0.2327,-0.3411,-10.2519,-10.8244,-23.3359,0,0_4
1.0527,0.2068,-0.3372,-14.3435,-13.5191,-24.1221,0,0_4
1.0425,0.1797,-0.3318,-17.9771,-16.2137,-24.5115,0,0_4
0.9883,0.1687,-0.3411,-21.5420,-15.7939,-24.0229,0,0_4
0.9812,0.1660,-0.3223,-24.5420,-14.2290,-24.9466,0,0_4
0.9688,0.1516,-0.2993,-27.1450,-15.3435,-25.1527,0,0_4
0.9438,0.1472,-0.2822,-28.6336,-20.4275,-25.8702,0,0_4
0.9409,0.1221,-0.2603,-31.0305,-28.3969,-26.3053,0,0_4
0.9031,0.1174,-0.2524,-31.6947,-36.0153,-24.3130,0,0_4
0.8862,0.1121,-0.2449,-31.7252,-42.8321,-22.3511,0,0_4
0.8508,0.1057,-0.2717,-32.5038,-50.2366,-20.3282,0,0_4
0.7981,0.1167,-0.2612,-33.6260,-54.8092,-18.4427,0,0_4
0.7444,0.1370,-0.2490,-33.9313,-53.5649,-13.3359,0,0_4
0.7114,0.1492,-0.2419,-32.3969,-47.5725,-8.7328,0,0_4
0.7131,0.1553,-0.2244,-30.6031,-39.1908,-5.3740,0,0_4
0.6855,0.1633,-0.2012,-26.9466,-28.2137,-3.2443,0,0_4
0.6758,0.1702,-0.2012,-22.2519,-17.0534,-1.1527,0,0_4
0.6577,0.1646,-0.2290,-20.4351,-7.2824,2.3435,0,0_4
0.6758,0.1660,-0.2529,-19.9847,-2.2366,5.9008,0,0_4
0.6816,0.1804,-0.2534,-21.8702,-0.4656,10.9618,0,0_4
0.7339,0.1956,-0.2351,-24.3359,-2.6260,16.5573,0,0_4
0.7625,0.2083,-0.2092,-25.8473,-8.1832,20.6489,0,0_4
0.7612,0.1941,-0.1846,-26.4504,-14.0229,24.4809,0,0_4
0.7585,0.2012,-0.1528,-26.5344,-17.0840,27.8779,0,0_4
0.7671,0.2195,-0.1326,-24.1603,-16.9237,31.7099,0,0_4
0.7710,0.2224,-0.1223,-21.8473,-12.6794,33.9466,0,0_4
0.7939,0.2529,-0.0942,-19.3969,-5.0000,36.0687,0,0_4
0.8540,0.2668,-0.0808,-16.3435,2.2519,38.6489,0,0_4
0.8972,0.2739,-0.0767,-13.6412,6.2748,38.6489,0,0_4
0.9685,0.2617,-0.0801,-10.4275,7.8779,39.9924,0,0_4
0.9958,0.2417,-0.0693,-7.9237,6.4427,37.2901,0,0_4
1.0181,0.2334,-0.0723,-5.7863,5.7557,35.1221,0,0_4
1.0156,0.2290,-0.0825,-4.2214,5.2290,33.0076,0,0_4
1.0273,0.2268,-0.0964,-3.9771,6.9847,33.1450,0,0_4
1.0701,0.2446,-0.0889,-4.0840,9.6489,32.7863,0,0_4
1.1282,0.2686,-0.0681,-3.2672,11.9008,32.3511,0,0_4
1.2100,0.2683,-0.0378,-1.4885,10.5573,29.2672,0,0_4
1.2092,0.2729,-0.0308,2.0534,8.3588,23.2824,0,0_4
1.1731,0.2803,-0.0125,4.6794,6.6641,17.5267,0,0_4
1.0193,0.3782,0.0212,8.3206,5.5420,17.6336,0,0_4
1.2458,0.3062,-0.0745,6.8702,1.0305,5.7176,0,0_4
1.0823,0.3430,-0.0781,12.8321,5.1908,7.4885,0,0_4
1.1487,0.2886,-0.1121,15.5420,8.3664,8.7023,0,0_4
1.1221,0.2937,-0.1194,17.0000,8.8626,6.2748,0,0_4
1.1267,0.3015,-0.1428,18.9847,9.5954,6.5954,0,0_4
1.1624,0.3076,-0.1680,20.1069,9.8321,5.9924,0,0_4
1.1694,0.3218,-0.1865,21.5496,9.8168,4.0992,0,0_4
1.1902,0.3142,-0.1953,23.6107,9.9237,2.3130,0,0_4
1.1721,0.2913,-0.2334,24.2137,10.5344,-0.1985,0,0_4
1.1699,0.2942,-0.2554,24.1069,13.1221,-2.1145,0,0_4
1.1975,0.3152,-0.2664,23.5191,13.8092,-3.9313,0,0_4
1.2178,0.3186,-0.2727,24.1069,12.5802,-6.5573,0,0_4
1.2136,0.3186,-0.2793,23.8626,13.3511,-10.5573,0,0_4
1.1848,0.3318,-0.2891,23.4580,16.6489,-14.3206,0,0_4
1.1951,0.3440,-0.2593,22.5420,18.6183,-17.4656,0,0_4
1.1814,0.3638,-0.2256,24.5496,16.1756,-19.8321,0,0_4
1.1519,0.3596,-0.2439,27.3511,11.4809,-20.8931,0,0_4
1.0901,0.3540,-0.2698,28.1603,9.5496,-19.4275,0,0_4
1.0903,0.3428,-0.2896,27.4122,8.2519,-18.8092,0,0_4
1.0684,0.3408,-0.2893,26.1756,8.5496,-17.5649,0,0_4
1.0864,0.3423,-0.2966,25.1298,8.6641,-17.6336,0,0_4
1.0894,0.3477,-0.2852,24.4046,7.1527,-19.6260,0,0_4
1.0793,0.3655,-0.3054,25.0534,6.3359,-22.0458,0,0_4
1.0481,0.3535,-0.3354,25.7252,7.0763,-23.1374,0,0_4
1.0142,0.3494,-0.3591,25.4733,10.5344,-22.6107,0,0_4
0.9712,0.3354,-0.3850,24.1679,16.6870,-20.4275,0,0_4
0.9978,0.3162,-0.4128,22.3740,22.3435,-17.6489,0,0_4
1.0076,0.2822,-0.4507,17.6183,25.6565,-16.7328,0,0_4
1.0544,0.2500,-0.4729,10.7252,27.4198,-14.9313,0,0_4
1.1072,0.2444,-0.4453,4.1832,24.3969,-16.5954,0,0_4
1.1375,0.2332,-0.4272,-1.7176,18.3130,-18.2824,0,0_4
1.1597,0.2234,-0.4072,-6.7863,10.2061,-21.6794,0,0_4
1.1492,0.2187,-0.3933,-11.9924,2.6718,-26.0992,0,0_4
1.1753,0.1909,-0.3596,-16.3893,-3.9313,-33.6336,0,0_4
0.9902,0.2175,-0.3564,-21.7710,-6.4427,-32.7405,0,0_4
0.9915,0.1841,-0.3381,-26.7786,-9.6489,-35.2137,0,0_4
0.9324,0.2031,-0.3254,-31.6260,-11.5725,-35.2824,0,0_4
0.8865,0.2146,-0.2751,-34.5344,-13.5115,-36.7634,0,0_4
0.7976,0.2190,-0.2493,-35.6870,-13.3969,-34.6183,0,0_4
0.7461,0.2104,-0.2266,-35.9924,-10.6870,-29.4122,0,0_4
0.7131,0.2046,-0.2034,-35.2824,-6.1527,-23.6260,0,0_4
0.7009,0.1982,-0.1821,-34.5267,-0.3206,-17.0076,0,0_4
0.7266,0.2056,-0.1633,-33.6489,7.2672,-12.1069,0,0_4
0.7510,0.2043,-0.1565,-32.0611,12.6718,-10.1679,0,0_4
0.7424,0.2073,-0.1509,-30.4198,14.8779,-8.3969,0,0_4
0.7307,0.2126,-0.1438,-29.9008,14.7099,-4.6260,0,0_4
0.7534,0.2114,-0.1387,-31.1985,10.0534,1.0305,0,0_4
0.7507,0.2134,-0.1279,-32.6412,4.3893,6.5878,0,0_4
0.7654,0.2163,-0.1064,-33.3893,2.6718,11.6260,0,0_4
0.8152,0.2380,-0.0664,-33.9924,1.4656,14.8779,0,0_4
0.8435,0.2812,-0.0317,-33.1221,-1.2977,16.4504,0,0_4
0.8713,0.3213,0.0168,-30.2595,-3.1298,18.3053,0,0_4
0.9053,0.3535,0.0486,-25.5038,-4.3664,20.2672,0,0_4
0.9465,0.3723,0.0784,-18.6489,-4.8702,21.7939,0,0_4
0.9785,0.3721,0.0859,-9.9924,-4.8855,21.7023,0,0_4
1.0161,0.3687,0.0684,-0.3053,-5.0382,21.4351,0,0_4
1.0447,0.3662,-0.0020,8.5802,-5.1145,21.4046,0,0_4
1.0942,0.3601,-0.0642,15.1679,-5.3893,22.1221,0,0_4
1.1851,0.3389,-0.1277,18.5725,-10.0229,20.0840,0,0_4
1.2368,0.3013,-0.1736,19.0153,-21.0076,14.8092,0,0_4
1.2356,0.2866,-0.2322,16.3053,-36.0305,8.4580,0,0_4
1.0132,0.2883,-0.2041,14.1756,-3.0763,6.5725,0,0_5
0.9536,0.4009,-0.1467,24.3817,3.4351,8.5267,0,0_5
1.1008,0.2517,-0.2969,26.1527,4.9695,6.5954,0,0_5
1.0283,0.2703,-0.2373,21.3130,0.7939,-0.4504,0,0_5
0.9956,0.2793,-0.2249,22.7786,2.5038,0.2443,0,0_5
1.0278,0.2622,-0.2493,21.8779,4.7863,0.7863,0,0_5
1.0720,0.2366,-0.2187,20.2519,6.8931,-2.9695,0,0_5
1.0642,0.2317,-0.2095,19.7786,8.5191,-7.4962,0,0_5
1.0842,0.2131,-0.2036,19.3130,6.8473,-13.6336,0,0_5
1.0278,0.2375,-0.1794,18.2901,3.7099,-19.8321,0,0_5
0.9907,0.2522,-0.1458,19.0305,3.7405,-21.4122,0,0_5
0.9756,0.2646,-0.0854,19.8092,3.7481,-24.5420,0,0_5
0.9109,0.2761,-0.0320,23.3817,5.5038,-25.7252,0,0_5
0.8679,0.2717,0.0100,30.4198,9.7481,-24.2595,0,0_5
0.8538,0.2878,0.0203,39.5954,13.9771,-24.4580,0,0_5
0.8293,0.2800,-0.0417,48.2061,18.5573,-21.7863,0,0_5
0.8064,0.2456,-0.1194,54.1756,23.4198,-17.9924,0,0_5
0.7915,0.1882,-0.1865,54.0382,28.0229,-15.3664,0,0_5
