ax,ay,az,gx,gy,gz,label,sample_id
1.1353,0.0317,-0.4382,0.4656,6.0305,-9.0534,1,1_6
1.1306,0.0513,-0.4370,1.3664,9.2977,-8.9160,1,1_6
1.1479,0.0610,-0.4456,1.0763,12.7939,-7.5725,1,1_6
1.1804,0.0686,-0.4282,2.2824,17.8779,-4.3359,1,1_6
1.2251,0.0574,-0.4219,2.4885,20.2595,-5.2672,1,1_6
1.2661,0.0552,-0.4343,2.3359,21.5191,-5.9924,1,1_6
1.3416,0.0300,-0.4299,1.5954,20.0076,-10.6336,1,1_6
1.3899,0.0286,-0.4392,-1.5115,16.1832,-17.2672,1,1_6
1.4153,0.0200,-0.4407,-7.0076,9.1985,-24.9847,1,1_6
1.4456,0.0232,-0.4146,-12.0611,1.2595,-33.6336,1,1_6
1.4250,0.0269,-0.3879,-13.7328,-5.3740,-41.2443,1,1_6
1.3586,0.0217,-0.3992,-14.3817,-6.9084,-49.4122,1,1_6
1.3293,0.0078,-0.4426,-17.2061,-3.6641,-56.0763,1,1_6
1.3228,0.0134,-0.4470,-22.2366,-3.0763,-61.3053,1,1_6
1.3210,0.0535,-0.4229,-28.7557,-7.3969,-65.6947,1,1_6
1.3447,0.1238,-0.3926,-34.1985,-14.1450,-69.0687,1,1_6
1.3247,0.1721,-0.3796,-38.0076,-19.0076,-75.6870,1,1_6
1.2371,0.1846,-0.3672,-35.5267,-16.3130,-79.2824,1,1_6
1.1672,0.1875,-0.3911,-31.6412,-8.6565,-79.7023,1,1_6
1.1453,0.1824,-0.3857,-30.7176,-3.6489,-79.1221,1,1_6
1.1116,0.1880,-0.4106,-32.3206,-3.0992,-77.7252,1,1_6
1.0959,0.2117,-0.4004,-35.2519,-4.1756,-75.6412,1,1_6
0.9014,0.2964,-0.3525,-35.4427,-6.7023,-70.8092,1,1_6
1.1975,0.2546,-0.4187,-38.9542,-13.6794,-69.1908,1,1_6
0.9041,0.3030,-0.2612,-35.7710,-9.6718,-64.1756,1,1_6
0.9568,0.2747,-0.2793,-26.2137,-3.0840,-64.5725,1,1_6
0.8772,0.2241,-0.3298,-23.9160,3.4504,-69.2137,1,1_6
0.8301,0.1675,-0.3884,-24.7710,9.8168,-69.6260,1,1_6
0.8193,0.1057,-0.4595,-30.0763,13.6718,-68.1832,1,1_6
0.8938,0.0850,-0.4517,-40.0916,8.4885,-64.1832,1,1_6
0.9465,0.1008,-0.4097,-50.7786,-3.9084,-63.3817,1,1_6
0.9021,0.1448,-0.3477,-57.9542,-13.5267,-67.1069,1,1_6
0.8069,0.2090,-0.2532,-57.5573,-16.2748,-70.2595,1,1_6
0.6675,0.2554,-0.1970,-51.3817,-11.2748,-71.2519,1,1_6
0.5542,0.2524,-0.2095,-41.9695,2.8931,-63.3130,1,1_6
0.5293,0.2388,-0.2356,-35.5573,13.2214,-52.2901,1,1_6
0.6021,0.2383,-0.2393,-33.3435,17.1679,-40.2824,1,1_6
0.7061,0.2458,-0.2070,-33.7023,13.8168,-36.0611,1,1_6
0.7380,0.2742,-0.1670,-33.6794,7.0153,-36.9237,1,1_6
0.7124,0.3032,-0.1519,-31.0000,3.0840,-39.9160,1,1_6
0.6501,0.3218,-0.1465,-26.2137,3.4275,-40.5496,1,1_6
0.6433,0.3259,-0.1465,-21.4046,3.8550,-39.0687,1,1_6
0.6091,0.3328,-0.1521,-18.1221,5.4427,-36.3130,1,1_6
0.5999,0.3538,-0.1365,-14.9237,7.9008,-31.4275,1,1_6
0.6360,0.3674,-0.1296,-11.5038,8.2977,-26.6489,1,1_6
0.6772,0.3933,-0.1167,-8.1527,7.5878,-25.4809,1,1_6
0.6631,0.4155,-0.1096,-2.4351,8.4122,-25.0153,1,1_6
0.6467,0.4209,-0.1052,2.7252,10.5649,-23.8550,1,1_6
0.6372,0.4197,-0.1072,7.1527,12.8397,-21.7710,1,1_6
0.6289,0.4023,-0.1108,8.9313,13.2595,-19.3969,1,1_6
0.5969,0.3877,-0.0913,10.0076,10.5115,-13.9618,1,1_6
0.6104,0.3792,-0.0823,10.8779,8.0000,-8.2672,1,1_6
0.6177,0.3984,-0.0308,13.6107,6.7863,-3.6794,1,1_6
0.6392,0.4097,0.0129,20.4275,6.3893,-0.1756,1,1_6
0.6240,0.4353,0.0193,29.1832,7.1603,1.9695,1,1_6
0.6123,0.4346,-0.0071,38.0076,9.1069,5.8931,1,1_6
0.6133,0.4312,-0.0537,44.5649,10.9389,10.7252,1,1_6
0.6177,0.3879,-0.0916,47.1450,12.5344,15.3588,1,1_6
0.6321,0.3594,-0.0798,45.7099,12.0382,20.2748,1,1_6
0.6724,0.3428,-0.0256,43.1221,9.0687,24.5496,1,1_6
0.7100,0.3440,0.0471,45.2748,6.1985,27.7939,1,1_6
0.7578,0.3818,0.0823,52.7328,2.8321,28.2977,1,1_6
0.7385,0.3921,0.0471,63.0687,1.9924,28.5038,1,1_6
0.6990,0.3655,-0.0139,72.3359,5.4809,29.8397,1,1_6
0.6270,0.3250,-0.0918,77.8855,12.2901,33.5038,1,1_6
0.6072,0.3030,-0.1204,78.5344,20.0763,40.6870,1,1_6
0.6587,0.2769,-0.1558,77.1450,24.6489,49.8473,1,1_6
0.7327,0.2878,-0.1311,74.9695,26.6336,55.9389,1,1_6
0.8081,0.3049,-0.1047,74.0840,22.7176,58.9771,1,1_6
0.8408,0.3411,-0.0842,76.6718,16.0840,60.9008,1,1_6
0.8564,0.3389,-0.1213,81.1450,11.4656,63.0611,1,1_6
0.8291,0.3259,-0.1851,85.0687,11.7405,64.7634,1,1_6
0.8757,0.3230,-0.2400,90.1679,15.7939,68.3817,1,1_6
0.9187,0.3000,-0.3235,91.5496,19.2519,70.8473,1,1_6
0.9871,0.2849,-0.3809,91.1908,21.2748,73.6947,1,1_6
1.1069,0.2822,-0.4209,89.4427,14.9771,76.5725,1,1_6
1.1787,0.2866,-0.4973,88.2901,5.7023,76.6336,1,1_6
1.2095,0.2773,-0.5732,87.0534,-0.7634,75.4427,1,1_6
1.2324,0.2358,-0.6631,86.4809,0.4122,73.2214,1,1_6
1.2720,0.1997,-0.7222,84.0840,6.7481,67.6641,1,1_6
1.3301,0.1584,-0.7786,79.5725,11.5344,61.9389,1,1_6
1.4036,0.1345,-0.8196,72.4122,10.8702,54.0992,1,1_6
1.4431,0.0967,-0.8701,61.9466,7.2824,43.4885,1,1_6
1.4658,0.0767,-0.8914,47.8702,1.8168,31.7786,1,1_6
1.4778,0.0679,-0.8806,31.1069,-8.3282,19.0611,1,1_6
1.4004,0.0769,-0.8413,16.2748,-15.9771,8.6641,1,1_6
1.3120,0.1025,-0.7952,6.8473,-16.7939,0.7176,1,1_6
1.3333,0.0967,-0.7014,3.0229,-13.6031,-6.8244,1,1_6
1.1946,0.1191,-0.7119,-2.2214,-11.5496,-10.9771,1,1_6
1.1572,0.1145,-0.6770,-9.1832,-13.3130,-7.8779,1,1_6
1.1479,0.1401,-0.6211,-14.6794,-12.0458,-9.8931,1,1_6
1.0999,0.1733,-0.5134,-13.8168,-6.7328,-13.6412,1,1_6
1.0586,0.1763,-0.4553,-9.9008,-3.1374,-14.2901,1,1_6
1.0396,0.1733,-0.4565,-9.6870,-2.9618,-15.4046,1,1_6
1.0256,0.1624,-0.4519,-11.6031,-3.9695,-17.3359,1,1_6
0.9954,0.1631,-0.4268,-12.4198,-4.8321,-17.2214,1,1_6
0.9841,0.1665,-0.3953,-11.2748,-4.1832,-16.0305,1,1_6
0.9824,0.1589,-0.3875,-9.8015,-2.7634,-15.7405,1,1_6
0.9829,0.1545,-0.3809,-9.1756,-2.8092,-15.1756,1,1_6
0.9858,0.1399,-0.3669,-8.5954,-2.6260,-16.7252,1,1_6
0.9712,0.1526,-0.3582,-7.7405,-1.5038,-17.3511,1,1_6
0.9482,0.1582,-0.3413,-5.9847,-0.7328,-16.7099,1,1_6
0.9570,0.1824,-0.3457,-6.2748,1.0916,-14.3588,1,1_6
0.9417,0.1799,-0.3423,-6.0229,2.6107,-11.9313,1,1_6
0.9246,0.1882,-0.3450,-5.0382,4.0153,-8.1832,1,1_6
0.9221,0.1895,-0.3511,-3.9847,6.0992,-2.2366,1,1_6
0.9773,0.3682,-0.5400,-1.1527,-22.9466,-6.0000,1,1_7
0.9634,0.3887,-0.6404,2.0916,-12.0229,-4.5649,1,1_7
0.9744,0.4116,-0.7153,1.4962,1.3969,-2.0000,1,1_7
1.0479,0.4226,-0.7729,-1.9618,8.6947,1.3664,1,1_7
1.1228,0.4695,-0.8435,-8.0229,7.3435,2.0229,1,1_7
1.1787,0.4624,-0.9106,-17.0305,3.3206,0.0153,1,1_7
1.1858,0.4280,-1.0000,-29.4580,-1.6183,-6.1527,1,1_7
1.1538,0.3525,-1.0620,-48.7557,-4.4122,-11.9618,1,1_7
1.1301,0.2991,-1.0422,-71.4275,-7.0076,-17.2290,1,1_7
1.1436,0.2336,-0.9534,-93.7481,-10.6107,-21.6183,1,1_7
1.1479,0.2205,-0.7830,-110.2748,-14.5725,-27.3282,1,1_7
1.1194,0.1956,-0.6355,-117.1603,-16.0840,-32.2214,1,1_7
1.0823,0.1641,-0.5210,-120.2137,-16.4427,-36.1985,1,1_7
1.0171,0.1436,-0.4058,-121.4885,-16.6107,-38.7634,1,1_7
0.9746,0.1240,-0.2898,-120.5038,-16.6718,-39.2672,1,1_7
0.9631,0.1194,-0.1675,-117.3053,-17.7786,-41.6183,1,1_7
0.8979,0.1255,-0.0552,-109.4275,-19.2290,-43.1603,1,1_7
0.8438,0.1279,0.0022,-98.5649,-17.3588,-43.2061,1,1_7
0.8171,0.1350,0.0730,-86.8397,-13.3053,-43.5038,1,1_7
0.7871,0.1650,0.1084,-74.0229,-11.7634,-42.5649,1,1_7
0.7600,0.1648,0.1450,-63.1527,-15.0305,-41.2824,1,1_7
0.7131,0.1860,0.1387,-53.2748,-20.8397,-38.4962,1,1_7
0.6948,0.1921,0.1384,-45.5038,-25.9237,-38.2214,1,1_7
0.6299,0.2161,0.1340,-37.7328,-29.6565,-37.5191,1,1_7
0.6011,0.2212,0.1494,-30.7328,-33.6565,-36.2061,1,1_7
0.5305,0.2305,0.1584,-25.1756,-39.3664,-34.4198,1,1_7
0.4727,0.2478,0.1699,-19.4351,-44.3435,-29.4504,1,1_7
0.4421,0.2703,0.1877,-12.4198,-50.3359,-23.9160,1,1_7
0.3733,0.3123,0.2122,-1.2214,-53.4885,-16.8473,1,1_7
0.3127,0.3694,0.2029,14.3969,-53.7634,-6.5954,1,1_7
0.2405,0.4099,0.1411,31.0687,-48.4733,6.0611,1,1_7
0.2283,0.4197,0.0371,44.6412,-39.3969,22.9771,1,1_7
0.2395,0.3962,-0.0610,55.0458,-29.5420,37.7405,1,1_7
0.2749,0.3691,-0.1470,62.9160,-17.6260,53.3511,1,1_7
0.3679,0.3215,-0.2163,65.4962,-9.2290,66.3969,1,1_7
0.4373,0.2737,-0.2429,65.9771,-7.4885,75.6107,1,1_7
0.4880,0.2637,-0.2949,66.1298,-4.9695,85.3053,1,1_7
0.5876,0.2473,-0.3435,63.1069,-3.5191,92.2901,1,1_7
0.6455,0.2517,-0.3887,60.1603,-7.0763,96.5725,1,1_7
0.6646,0.2126,-0.4255,56.8702,-8.4656,100.7481,1,1_7
0.6770,0.2400,-0.4565,55.2137,-4.0153,106.3511,1,1_7
0.7908,0.2212,-0.5225,52.3282,5.1985,113.8168,1,1_7
0.9446,0.1992,-0.5073,44.5802,10.6412,115.8626,1,1_7
1.0632,0.2004,-0.4507,38.9008,8.6718,116.6489,1,1_7
1.1367,0.2209,-0.4502,37.5420,4.1069,115.7634,1,1_7
1.1572,0.2134,-0.4709,38.5038,5.8626,112.8702,1,1_7
1.2009,0.1970,-0.4792,40.0458,12.7023,111.2672,1,1_7
1.4988,0.1213,-0.5598,36.4809,17.6489,100.9084,1,1_7
1.5288,0.1179,-0.4395,36.4351,24.7710,102.0458,1,1_7
1.6406,0.0635,-0.4480,33.9542,20.1374,85.2061,1,1_7
1.7424,-0.0110,-0.4463,28.0153,7.6412,66.4809,1,1_7
1.7976,-0.0159,-0.4607,22.0992,-12.2519,44.4046,1,1_7
1.7151,0.0391,-0.4971,18.1908,-27.5420,24.9237,1,1_7
1.5510,0.0527,-0.5408,16.0763,-33.1527,13.6794,1,1_7
1.4958,0.0579,-0.6245,11.8321,-35.0153,4.3130,1,1_7
1.4207,0.0569,-0.6448,5.9542,-32.5496,-0.5878,1,1_7
1.3616,0.0754,-0.6270,1.3588,-27.8855,-2.5420,1,1_7
1.3105,0.1042,-0.5811,0.0229,-21.3282,-6.3969,1,1_7
1.2202,0.1042,-0.5391,2.7634,-12.0076,-8.2137,1,1_7
1.1619,0.1050,-0.5103,6.3359,-4.0840,-7.2901,1,1_7
1.1428,0.1150,-0.4888,6.8550,-0.3511,-6.1069,1,1_7
1.0916,0.1367,-0.4434,7.4351,0.9389,-3.3282,1,1_7
1.0994,0.1228,-0.4331,9.2519,1.9313,-3.0687,1,1_7
1.0586,0.1152,-0.4216,10.6870,2.7176,-4.8931,1,1_7
1.0313,0.1016,-0.4287,10.6870,3.1450,-6.7710,1,1_7
0.9546,0.0930,-0.4338,8.1679,1.8244,-8.5878,1,1_7
0.9380,0.1028,-0.4058,8.1756,3.0611,-6.1679,1,1_7
0.9651,0.1099,-0.4070,9.2061,3.3053,-4.9160,1,1_7
0.9595,0.1086,-0.4182,10.0076,2.3053,-5.9924,1,1_7
0.9458,0.1028,-0.4353,9.3053,1.3282,-6.2824,1,1_7
0.9485,0.1047,-0.4385,7.6183,0.7405,-6.1603,1,1_7
0.9275,0.1101,-0.4375,6.3282,0.2977,-5.9618,1,1_7
0.9280,0.1077,-0.4543,4.8473,1.3664,-4.0992,1,1_7
0.9504,0.1128,-0.4563,3.1832,1.4962,-3.0687,1,1_7
0.9670,0.1082,-0.4529,1.9237,1.3359,-1.6794,1,1_7
0.9812,0.1062,-0.4548,1.2214,1.3969,-1.3206,1,1_7
0.9854,0.1064,-0.4463,1.1069,2.3282,-0.8473,1,1_7
0.9897,0.0979,-0.4492,1.5725,3.0992,-0.1832,1,1_7
1.0081,0.0947,-0.4470,2.1374,3.3893,0.3359,1,1_7
1.0017,0.0894,-0.4612,2.6870,3.7099,1.4656,1,1_7
0.9988,0.0957,-0.4597,3.0687,4.0763,1.7939,1,1_7
1.0088,0.0803,-0.4590,3.0763,5.4962,3.1374,1,1_7
0.9993,0.0835,-0.4731,3.8168,7.0229,3.5802,1,1_7
1.0144,0.0908,-0.4517,3.1450,9.3511,4.4122,1,1_7
1.0168,0.0769,-0.4500,4.2061,9.8550,3.0382,1,1_7
1.0063,0.0811,-0.4307,3.9771,9.8244,2.4427,1,1_7
1.1582,0.0559,-0.2466,-1.9466,-1.0763,11.4351,1,1_8
1.3374,0.0420,-0.2751,1.0840,-0.7176,9.4656,1,1_8
1.3142,0.0842,-0.2668,2.9466,2.1679,4.2061,1,1_8
1.4033,0.0603,-0.3123,5.7557,5.4427,3.8931,1,1_8
1.5027,0.0178,-0.3699,3.7176,7.4198,1.9466,1,1_8
1.6638,-0.0168,-0.3816,-1.2061,7.7252,-0.9313,1,1_8
1.8584,-0.0330,-0.3770,-6.0076,4.6641,-12.2595,1,1_8
1.9893,-0.0303,-0.3738,-8.1527,0.0458,-31.0382,1,1_8
1.9999,-0.0322,-0.4172,-7.6336,-5.3435,-53.3282,1,1_8
1.9170,-0.0491,-0.5081,-6.8855,-4.1756,-73.5496,1,1_8
1.8533,-0.0950,-0.6084,-12.6870,0.1374,-91.3969,1,1_8
1.7634,-0.1074,-0.6536,-26.0076,-0.9924,-106.7710,1,1_8
1.6265,-0.0864,-0.6250,-40.0153,-2.3740,-115.3130,1,1_8
1.4717,-0.0342,-0.5505,-50.6947,0.5344,-121.9542,1,1_8
1.4700,-0.0603,-0.5422,-56.5344,11.9237,-119.6870,1,1_8
0.9314,0.1211,-0.2744,-49.2366,26.7023,-110.4351,1,1_8
0.9993,0.1519,-0.1924,-37.6718,43.2595,-105.7557,1,1_8
0.7607,0.2122,-0.1189,-26.3664,51.5954,-97.3359,1,1_8
0.8513,0.1631,-0.1685,-22.3206,49.6183,-91.8092,1,1_8
0.7964,0.1125,-0.1958,-27.2366,39.0229,-90.3359,1,1_8
0.7581,0.0659,-0.1941,-37.8321,26.7481,-87.5954,1,1_8
0.6570,0.0388,-0.1792,-49.6794,16.0000,-83.7863,1,1_8
0.5564,0.0269,-0.1260,-59.1985,7.4046,-78.7786,1,1_8
0.4629,0.0151,-0.0610,-62.0840,4.1603,-70.8702,1,1_8
0.4612,0.0178,-0.0232,-56.9313,4.5802,-61.3740,1,1_8
0.4946,0.0225,-0.0220,-50.6107,6.0840,-54.5954,1,1_8
0.5276,0.0269,0.0017,-43.9695,6.6336,-48.9389,1,1_8
0.5642,0.0366,-0.0063,-39.5496,4.9237,-43.6565,1,1_8
0.4685,0.0679,-0.0359,-38.0382,3.9847,-42.8550,1,1_8
0.4446,0.0908,-0.0183,-35.7023,8.3588,-35.7863,1,1_8
0.4685,0.1160,0.0190,-32.7557,9.9313,-29.3969,1,1_8
0.4902,0.1626,0.0764,-26.7481,8.9695,-22.9008,1,1_8
0.5396,0.1941,0.1265,-19.7634,8.4427,-16.7634,1,1_8
0.5752,0.1956,0.1611,-10.5344,6.9084,-14.7099,1,1_8
0.5732,0.1687,0.1995,-1.2901,6.6489,-12.5649,1,1_8
0.5544,0.1643,0.2583,8.8473,6.1679,-10.1145,1,1_8
0.5291,0.1628,0.2783,21.6183,7.9466,-5.5802,1,1_8
0.5518,0.1733,0.2700,33.7481,8.0305,-0.4275,1,1_8
0.5813,0.1538,0.2246,44.2672,6.5954,4.1374,1,1_8
0.6270,0.1274,0.2068,53.1298,6.4580,8.8550,1,1_8
0.6809,0.0930,0.1907,60.0305,3.3053,10.6489,1,1_8
0.7183,0.0591,0.1868,63.5191,-3.2214,10.8015,1,1_8
0.7920,0.0872,0.1812,65.6412,-14.3664,12.2061,1,1_8
0.8074,0.1143,0.1162,67.8168,-23.6794,9.9389,1,1_8
0.7959,0.1394,0.0583,70.1603,-25.0992,9.3893,1,1_8
0.8333,0.1594,0.0320,73.7023,-25.3817,9.0611,1,1_8
0.8555,0.1877,-0.0010,77.7481,-27.6183,10.3588,1,1_8
0.9038,0.2634,-0.0266,84.2214,-27.1145,13.3511,1,1_8
0.9341,0.3225,-0.1064,93.3511,-22.0076,15.8855,1,1_8
0.9766,0.3730,-0.2136,104.1908,-12.5115,18.2901,1,1_8
1.0273,0.3921,-0.3389,107.6718,-8.9924,18.8855,1,1_8
1.0222,0.4177,-0.4575,106.3206,-10.0840,20.1908,1,1_8
1.0408,0.4465,-0.5813,100.0000,-4.4656,23.4351,1,1_8
1.1379,0.4690,-0.6375,94.0992,1.7023,27.0534,1,1_8
1.2319,0.4663,-0.6904,85.9847,2.6641,26.5115,1,1_8
1.2610,0.4604,-0.7466,75.8626,0.7786,21.2290,1,1_8
1.2451,0.4460,-0.7742,64.4427,1.1145,15.2366,1,1_8
1.2192,0.4583,-0.7898,54.8931,0.7786,12.0763,1,1_8
1.2026,0.4561,-0.7908,46.6565,2.1756,10.9695,1,1_8
1.2104,0.4509,-0.7495,40.4809,3.7710,9.1603,1,1_8
1.2097,0.4319,-0.7385,35.9847,6.6260,5.3511,1,1_8
1.1655,0.4277,-0.7170,33.5878,13.3435,1.1298,1,1_8
1.1104,0.4053,-0.6938,31.9466,18.7939,-2.8244,1,1_8
1.0247,0.4031,-0.6812,30.6412,23.1450,-0.3969,1,1_8
1.0056,0.3918,-0.6504,27.3664,27.1298,5.1221,1,1_8
0.9617,0.4084,-0.5781,25.8244,33.7557,11.4275,1,1_8
0.4937,0.4297,-0.1609,30.8244,-2.7710,0.9008,1,1_9
0.4727,0.4236,-0.2043,34.2137,-4.7099,7.2595,1,1_9
0.3867,0.4141,-0.2202,36.0458,-5.0916,16.0840,1,1_9
0.3538,0.3728,-0.2361,37.0992,-0.5573,28.0534,1,1_9
0.3477,0.3428,-0.2302,36.4885,4.2672,36.9771,1,1_9
0.3496,0.3472,-0.2073,37.2061,7.6336,47.4198,1,1_9
0.3975,0.3384,-0.2271,37.6107,4.0229,56.8702,1,1_9
0.3896,0.3027,-0.2590,35.9695,1.4275,61.7557,1,1_9
0.3716,0.2625,-0.2400,33.9695,3.6183,66.5954,1,1_9
0.3113,0.2129,-0.2336,32.9008,4.9847,72.3359,1,1_9
0.3315,0.1919,-0.2244,30.8015,6.8626,83.0611,1,1_9
0.4851,0.1714,-0.2229,25.7252,2.3130,93.2519,1,1_9
0.5693,0.2019,-0.1704,25.1069,-4.6183,97.9008,1,1_9
0.6909,0.2014,-0.1912,29.0763,-12.1756,102.9237,1,1_9
0.6897,0.1802,-0.2505,31.6870,-16.8092,100.5191,1,1_9
0.6282,0.1565,-0.2949,36.2595,-8.8779,106.5573,1,1_9
0.6653,0.0667,-0.3970,36.5115,7.0382,117.1450,1,1_9
0.8250,0.0615,-0.4250,31.2290,24.8397,123.5954,1,1_9
1.0708,0.0852,-0.3423,24.2901,27.7328,125.4580,1,1_9
1.2820,0.1184,-0.2983,21.9542,8.3969,122.1145,1,1_9
1.3892,0.0789,-0.3374,18.0000,-20.0153,115.1145,1,1_9
1.3489,0.0459,-0.3733,14.0153,-33.4580,106.9847,1,1_9
1.3206,0.0125,-0.3984,14.4198,-27.5649,102.7863,1,1_9
1.3865,-0.0413,-0.5088,16.0534,-10.4885,91.1527,1,1_9
1.4634,-0.0505,-0.5085,17.9618,12.8244,84.3359,1,1_9
1.6189,-0.0422,-0.4429,18.9160,18.0153,77.0840,1,1_9
1.7080,-0.0317,-0.4177,20.3893,1.4580,65.6489,1,1_9
1.7559,-0.0388,-0.4502,20.7634,-18.1221,57.7786,1,1_9
1.7139,-0.0540,-0.4956,17.5878,-27.5802,41.4046,1,1_9
1.6106,0.0068,-0.5029,16.5496,-23.9542,25.8397,1,1_9
1.9912,-0.0381,-0.7314,-3.5954,-39.4885,-35.8397,1,1_9
1.6362,0.0374,-0.6597,-13.6107,-44.6565,-45.9160,1,1_9
1.5972,0.0156,-0.6699,-20.6489,-50.1145,-52.7557,1,1_9
1.4448,0.0483,-0.6343,-31.8702,-51.8397,-49.8321,1,1_9
1.3711,0.1135,-0.5215,-33.8397,-47.6794,-36.5878,1,1_9
1.2893,0.1851,-0.4246,-25.1069,-38.5649,-26.8321,1,1_9
1.2383,0.2268,-0.3884,-11.7328,-20.0992,-17.9466,1,1_9
1.1377,0.2595,-0.3538,3.4962,2.7557,-12.6183,1,1_9
1.1538,0.2695,-0.3503,15.4275,17.2366,-7.9771,1,1_9
1.1665,0.2422,-0.3950,21.3130,20.7099,-1.1985,1,1_9
1.1694,0.1956,-0.4392,21.1756,15.7634,3.3969,1,1_9
1.1096,0.1494,-0.4734,17.6412,13.0305,6.5267,1,1_9
1.1216,0.1260,-0.4761,13.9389,16.5420,11.8244,1,1_9
1.1802,0.1121,-0.4128,12.2519,19.3817,12.3511,1,1_9
1.2437,0.1238,-0.3708,13.7328,19.4046,9.1145,1,1_9
1.2878,0.1260,-0.3889,16.5344,19.1298,3.6947,1,1_9
1.3320,0.1260,-0.4697,14.7176,18.7481,-7.5802,1,1_9
1.3601,0.1643,-0.4832,11.7099,21.8321,-8.3588,1,1_9
1.5164,0.2004,-0.4924,6.0916,18.9237,-8.7863,1,1_9
1.6543,0.2114,-0.4915,-1.3053,11.7939,-16.3053,1,1_9
1.7605,0.1775,-0.4900,-7.2672,6.0229,-30.3664,1,1_9
1.7153,0.1523,-0.5139,-8.2214,4.8626,-49.2366,1,1_9
1.6526,0.1125,-0.5593,-6.8092,11.0305,-64.6489,1,1_9
1.5667,0.0559,-0.5972,-8.1298,20.1069,-76.4733,1,1_9
1.4495,0.0256,-0.6228,-13.0916,23.8168,-83.3053,1,1_9
1.3804,0.0588,-0.6042,-22.8092,20.5573,-84.0992,1,1_9
1.3491,0.1160,-0.5239,-31.5038,13.0382,-83.2137,1,1_9
1.2808,0.1838,-0.4507,-34.8550,9.9924,-82.9695,1,1_9
1.1487,0.2407,-0.3230,-30.3817,16.0305,-82.5649,1,1_9
1.0964,0.2722,-0.2966,-18.4427,28.4122,-83.8321,1,1_9
1.0396,0.2622,-0.3662,-7.9084,51.8397,-83.0916,1,1_9
1.0605,0.2461,-0.3955,-6.3664,66.1756,-88.0153,1,1_9
1.0874,0.2400,-0.3933,-9.4885,69.0076,-90.9389,1,1_9
1.0254,0.2190,-0.3301,-13.1145,59.1145,-83.2519,1,1_9
1.0410,0.1780,-0.3435,-20.6183,36.5496,-79.2061,1,1_9
0.9751,0.1919,-0.2869,-30.1985,19.2137,-80.3282,1,1_9
0.9028,0.2444,-0.1770,-32.6870,13.4962,-83.6412,1,1_9
0.8115,0.2874,-0.1233,-30.1832,12.4046,-87.6870,1,1_9
0.6643,0.2612,-0.1472,-29.5344,15.0458,-88.6947,1,1_9
0.5151,0.2236,-0.1423,-29.1756,20.9924,-82.2595,1,1_9
0.4802,0.1819,-0.1311,-27.1679,23.2595,-69.2977,1,1_9
0.5242,0.1553,-0.1294,-26.4656,15.5496,-59.5573,1,1_9
0.5400,0.1643,-0.1094,-26.0382,3.2672,-52.4504,1,1_9
0.5508,0.1631,-0.1526,-27.1145,-8.4809,-51.0000,1,1_9
0.5090,0.1760,-0.1709,-31.8092,-11.4046,-53.1603,1,1_9
0.4404,0.1985,-0.1533,-33.2290,-8.5573,-53.9313,1,1_9
0.3464,0.2666,-0.1050,-29.4504,-2.4275,-49.9313,1,1_9
0.3025,0.3237,-0.0735,-19.8168,6.0687,-38.6794,1,1_9
0.3281,0.3428,-0.0801,-9.9847,11.2366,-23.6718,1,1_9
0.4233,0.3567,-0.1235,-3.6031,10.4351,-12.1832,1,1_9
0.4902,0.3757,-0.1384,-2.5344,5.0305,-5.4885,1,1_9
0.5449,0.3955,-0.1626,-3.7023,-2.8244,-1.7939,1,1_9
0.5378,0.4080,-0.1863,-5.1908,-6.5420,-0.6031,1,1_9
0.5459,0.4387,-0.2163,-8.0687,-9.0076,2.0382,1,1_9
0.5854,0.4519,-0.2058,-11.7634,-9.8779,6.3359,1,1_9
0.6440,0.4790,-0.1836,-16.1756,-10.7481,10.2519,1,1_9
0.6990,0.4951,-0.1484,-16.8702,-11.6031,13.7557,1,1_9
0.7324,0.5122,-0.1272,-13.3969,-10.7710,16.4656,1,1_9
0.7673,0.5300,-0.1201,-6.6336,-4.9237,17.6336,1,1_9
0.7434,0.5437,-0.0989,2.5420,11.3435,18.5344,1,1_9
0.7405,0.5378,-0.0940,15.3435,29.3282,23.0229,1,1_9
0.8586,0.3354,-0.3018,0.6870,0.6031,-0.3817,1,1_10
0.8699,0.3381,-0.2937,2.2137,0.3053,2.7252,1,1_10
0.8855,0.3518,-0.2908,4.6641,2.3969,3.5725,1,1_10
0.9290,0.3162,-0.2908,5.8168,1.7328,1.9771,1,1_10
0.9617,0.3254,-0.3010,4.9389,-3.0763,-2.8244,1,1_10
0.9133,0.3328,-0.3437,1.8168,-5.7252,-8.5878,1,1_10
0.8767,0.3328,-0.3328,-0.0992,-2.5420,-9.8015,1,1_10
0.8364,0.3293,-0.3284,-0.9160,1.0534,-6.2290,1,1_10
0.8765,0.3157,-0.3518,-3.5344,0.2748,-3.4351,1,1_10
0.8694,0.3281,-0.3452,-7.7634,-3.8321,-1.9771,1,1_10
0.8723,0.3386,-0.3081,-10.1756,-10.3740,-0.2519,1,1_10
0.8369,0.3384,-0.3169,-10.9084,-15.3206,2.0305,1,1_10
0.8137,0.3389,-0.3167,-12.2290,-15.3588,3.3053,1,1_10
0.6560,0.3608,-0.2805,-10.3740,-8.6794,7.9695,1,1_10
